HC_ID,Date,date,month,day,year,proposal,status_result,text,Link,article_source_id,status_extra,From,from_name,from_latitude,from_longitude,from_adm1_code_full,from_adm1_nr,from_adm1_name,from_country_code,To,to_name,to_latitude,to_longitude,to_adm1_code_full,to_adm1_nr,to_adm1_name,to_country_code
325,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95308",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95308,src-57,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
326,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95309",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95309,src-58,successful,Polohy,Polohy,49.91463,30.10524,UA.13,13,Kiev,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
327,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95310",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95310,src-59,successful,Vasylivka,Vasylivka,47.44218,35.28213,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
328,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95311",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95311,src-60,successful,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
329,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312,src-61,successful,Tokmak,Tokmak,47.25554,35.70836,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
330,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95313",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95313,src-62,successful,Melytopil,,46.848889,35.3675,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
331,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95314",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95314,src-91,successful,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
332,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95315",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95315,src-82,successful,Lysychansk,Lysychansk,48.90421,38.44094,UA.14,14,Luhansk,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
333,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95316",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95316,src-93,successful,Severodonetsk,,48.94628,38.48624,UA.14,14,Luhansk,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
334,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95317",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95317,src-106,successful,Rubizhne,Rubizhne,50.1653,36.82525,UA.07,7,Kharkiv,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
335,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95318",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95318,src-121,successful,Kreminna,Kreminna,49.20017,26.48874,UA.09,9,Khmelnytskyi Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
336,09.04.22,2022-04-09,4,9,2022,Ukraine,successful,"Status: successful; Meanwhile, more than 4,500 people were evacuated from the Donetsk, Luhansk, and Zaporizhzhya regions on Saturday, Deputy Head of the Ukrainian Presidential Office Kyrylo Tymoshenko said. ""On April 9, 4,532 people were evacuated. By their own vehicles, 192 people from Mariupol to Zaporizhzhya, 3,233 people from Polohy, Vasylivka, Berdyansk, Tokmak, Melytopil and Enerhodar to Zaporizhzhya. By evacuation buses, 578 people from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna, and 529 people from Melytopil to Zaporizhzhya,"" he said on Telegram.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95319",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95319,src-122,successful,Popasna,Popasna,48.63328,38.37804,UA.14,14,Luhansk,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
337,10.04.22,2022-04-10,4,10,2022,Ukraine,successful,"Status: successful; KYIV. April 11 (Interfax-Ukraine) - As many as 2,824 people were evacuated via humanitarian corridors on Sunday, April 10, Deputy Prime Minister and Minister of Reintegration of the Temporarily Occupied Territories of Ukraine Iryna Vereshchuk said. ""In total, 2,622 people from Mariupol and Berdyansk have evacuated by their own vehicles and buses to Zaporizhzhya. Of them, 213 are Mariupol residents, and 2,409 are residents of the cities of the Zaporizhzhya region (Rody, Vasylivka, Berdyansk, and Melytopil),"" Vereshchuk said on the social media. As many as 202 people were evacuated from the towns of Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna in the Luhansk region. ;;; ""Nearly 3,000 people were evacuated on Sunday through humanitarian corridors, including 213 from Mariupol, Ukraine’s deputy prime minister, Iryna Vereshchuk, said."" (The Guardian)  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95308;;;;https://www.theguardian.com/world/live/2022/apr/10/russia-ukraine-war-latest-zelenskiy-pushes-for-oil-embargo-to-curb-russias-sense-of-impunity-uk-pledges-to-send-more-arms-live?page=with:block-62535bd28f0887d7b40d7c5f",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95308;;;;https://www.theguardian.com/world/live/2022/apr/10/russia-ukraine-war-latest-zelenskiy-pushes-for-oil-embargo-to-curb-russias-sense-of-impunity-uk-pledges-to-send-more-arms-live?page=with:block-62535bd28f0887d7b40d7c5f,src-123,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
338,10.04.22,2022-04-10,4,10,2022,Ukraine,successful,"Status: successful; KYIV. April 11 (Interfax-Ukraine) - As many as 2,824 people were evacuated via humanitarian corridors on Sunday, April 10, Deputy Prime Minister and Minister of Reintegration of the Temporarily Occupied Territories of Ukraine Iryna Vereshchuk said. ""In total, 2,622 people from Mariupol and Berdyansk have evacuated by their own vehicles and buses to Zaporizhzhya. Of them, 213 are Mariupol residents, and 2,409 are residents of the cities of the Zaporizhzhya region (Rody, Vasylivka, Berdyansk, and Melytopil),"" Vereshchuk said on the social media. As many as 202 people were evacuated from the towns of Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95309",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95309,src-124,successful,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
339,10.04.22,2022-04-10,4,10,2022,Ukraine,successful,"Status: successful; KYIV. April 11 (Interfax-Ukraine) - As many as 2,824 people were evacuated via humanitarian corridors on Sunday, April 10, Deputy Prime Minister and Minister of Reintegration of the Temporarily Occupied Territories of Ukraine Iryna Vereshchuk said. ""In total, 2,622 people from Mariupol and Berdyansk have evacuated by their own vehicles and buses to Zaporizhzhya. Of them, 213 are Mariupol residents, and 2,409 are residents of the cities of the Zaporizhzhya region (Rody, Vasylivka, Berdyansk, and Melytopil),"" Vereshchuk said on the social media. As many as 202 people were evacuated from the towns of Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna in the Luhansk region. unclear whether residents from city or city of departure see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95310",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95310,src-125,successful,Rody,,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
340,10.04.22,2022-04-10,4,10,2022,Ukraine,successful,"Status: successful; KYIV. April 11 (Interfax-Ukraine) - As many as 2,824 people were evacuated via humanitarian corridors on Sunday, April 10, Deputy Prime Minister and Minister of Reintegration of the Temporarily Occupied Territories of Ukraine Iryna Vereshchuk said. ""In total, 2,622 people from Mariupol and Berdyansk have evacuated by their own vehicles and buses to Zaporizhzhya. Of them, 213 are Mariupol residents, and 2,409 are residents of the cities of the Zaporizhzhya region (Rody, Vasylivka, Berdyansk, and Melytopil),"" Vereshchuk said on the social media. As many as 202 people were evacuated from the towns of Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna in the Luhansk region. unclear whether residents from city or city of departure see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95311",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95311,src-126,successful,Vasylivka,Vasylivka,47.44218,35.28213,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
341,10.04.22,2022-04-10,4,10,2022,Ukraine,successful,"Status: successful; KYIV. April 11 (Interfax-Ukraine) - As many as 2,824 people were evacuated via humanitarian corridors on Sunday, April 10, Deputy Prime Minister and Minister of Reintegration of the Temporarily Occupied Territories of Ukraine Iryna Vereshchuk said. ""In total, 2,622 people from Mariupol and Berdyansk have evacuated by their own vehicles and buses to Zaporizhzhya. Of them, 213 are Mariupol residents, and 2,409 are residents of the cities of the Zaporizhzhya region (Rody, Vasylivka, Berdyansk, and Melytopil),"" Vereshchuk said on the social media. As many as 202 people were evacuated from the towns of Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna in the Luhansk region. unclear whether residents from city or city of departure see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312,src-127,successful,Melytopil,,46.848889,35.3675,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
347,11.04.22,2022-04-11,4,11,2022,Ukraine,unsuccessful/disrupted,"Status: disrupted; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95308",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95308,src-133,disrupted,Vasylivka,Vasylivka,47.44218,35.28213,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
348,11.04.22,2022-04-11,4,11,2022,Ukraine,successful,"Status: successful; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.;;; KYIV. April 12 (Interfax-Ukraine) - As many as 4,354 people were evacuated in Ukraine on Monday, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said. ""As many as 4,354 people were evacuated; 3,854 people travelled on their own vehicles and by bus from Mariupol and Berdyansk for evacuation to Zaporizhzhya, 556 of them being Mariupol residents and 3,298 residents of towns in the Zaporizhzhya region (Polohy, Vasylivka, Berdyansk, and Melitopol),"" Vereshchuk wrote on Telegram on Tuesday.Over 500 other people were evacuated from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna in the Luhansk region, she said. Evacauted citizens included residency from Zaporizhzhya region (Polohy, Vasylivka, Berdyansk, and Melitopol) see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95309;;;https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95309;;;https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308,src-134,successful,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
349,11.04.22,2022-04-11,4,11,2022,Ukraine,successful,"Status: successful; KYIV. April 12 (Interfax-Ukraine) - As many as 4,354 people were evacuated in Ukraine on Monday, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said. ""As many as 4,354 people were evacuated; 3,854 people travelled on their own vehicles and by bus from Mariupol and Berdyansk for evacuation to Zaporizhzhya, 556 of them being Mariupol residents and 3,298 residents of towns in the Zaporizhzhya region (Polohy, Vasylivka, Berdyansk, and Melitopol),"" Vereshchuk wrote on Telegram on Tuesday. Over 500 other people were evacuated from Lysychansk, Severodonetsk, Rubizhne, Kreminna, and Popasna in the Luhansk region, she said.  see source: https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308;;;https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308",https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308;;;https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308,src-135,successful,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
350,11.04.22,2022-04-11,4,11,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95310",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95310,src-136,proposed route/outcome unknown,Tokmak,Tokmak,47.25554,35.70836,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
351,11.04.22,2022-04-11,4,11,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95311",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95311,src-137,proposed route/outcome unknown,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
352,11.04.22,2022-04-11,4,11,2022,Ukraine,successful,"Status: successful; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312 ;;; https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312 ;;; https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308,src-138,successful,Severodonetsk,,48.94628,38.48624,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
353,11.04.22,2022-04-11,4,11,2022,Ukraine,successful,"Status: successful; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312 ;;; https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95309",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312 ;;; https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95309,src-92,successful,Lysychansk,Lysychansk,48.90421,38.44094,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
354,11.04.22,2022-04-11,4,11,2022,Ukraine,successful,"Status: successful; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312 ;;; https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95310",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95312 ;;; https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95310,src-140,successful,Popasna,Popasna,48.63328,38.37804,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
355,11.04.22,2022-04-11,4,11,2022,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95315",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95315,src-141,proposed route/outcome unknown,Horske,,48.92,39.02,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
357,11.04.22,2022-04-11,4,11,2022,Ukraine,successful,"Status: successful; Vereshchuk also said on Telegram on Monday that on April 11 the operation of nine humanitarian corridors had been agreed upon. ""In the Zaporizhzhya region [...], buses sent from Zaporizhzhya are waiting to pass through at the checkpoint in Vasylivka,"" the minister said. The humanitarian corridors from Berdyansk, Tokmak and Enerhodar to Zaporizhzhya have also been agreed. The passages from Severodonetsk, Lysychansk, Popasna, the village of Horske and Rubizhne to Bakhmut have been agreed upon in the Luhansk region.  see source: https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95316 ;;; https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308",https://interfax.com/newsroom/top-stories/78077/?sphrase_id=95316 ;;; https://interfax.com/newsroom/top-stories/78104/?sphrase_id=95308,src-119,successful,Rubizhne,Rubizhne,50.1653,36.82525,UA.07,7,Kharkiv,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
