id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
429182,UKR-2015-1-14210-559,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-05-26,Marchukevgen""",MemoryBook,2015-05-26,Marchukevgen,Memorybook,2,Zolote town,"near the town of Zolote (Popasnyansky district, Luhansk region)",Luhansk oblast,Popasna raion,48.683333,38.516667,POINT (38.516667 48.683333),199878,Ukraine,369,Europe,1,1,2015-05-26T00:00:00,2015-05-26T00:00:00,1,0,0,0,1,1,1,369,
429184,UKR-2015-1-14210-560,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-05-26,Basuk""",MemoryBook,2015-05-26,Basuk,Memorybook,1,Seversk town,"in Siversk, Bakhmut district, Donetsk region",Donetsk oblast,Artemivsk raion,48.86211,38.096892,POINT (38.096892 48.86211),199877,Ukraine,369,Europe,1,1,2015-05-26T00:00:00,2015-05-26T00:00:00,1,0,0,0,1,1,0,369,
429187,UKR-2015-1-14210-561,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-05-27,Kvarcyany""",MemoryBook,2015-05-27,Kvarcyany,Memorybook,2,Stanytsia Luhanska village,"near Stanytsia village, Luhansk, Luhansk region",Luhansk oblast,Luhansk City municipality,48.694329,39.453292,POINT (39.4532924 48.6943296),199879,Ukraine,369,Europe,1,1,2015-05-27T00:00:00,2015-05-27T00:00:00,1,0,0,0,1,1,1,369,
429192,UKR-2014-1-14124-702,2014,true,Clear,1,13246,13246,Ukraine: Donetsk,14124,14124,Government of Ukraine - DPR,61,61,Government of Ukraine,5840,5840,DPR,1,"""MemoryBook,2015-05-29,Shmatchenko""",MemoryBook,2015-05-29,Shmatchenko,Memorybook,2,Ilovaisk town,,Donetsk oblast,Amvrosiivka raion,47.926,38.194,POINT (38.194 47.926),198437,Ukraine,369,Europe,1,1,2014-08-29T00:00:00,2014-08-29T00:00:00,1,0,0,0,1,1,1,369,
429194,UKR-2015-1-14210-562,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-05-28,Atamanukroman""",MemoryBook,2015-05-28,Atamanukroman,Memorybook,2,Opytne village,near the village of Opytne (Yasynuvata district),Donetsk oblast,Yasynuvata raion,48.096377,37.72225,POINT (37.72225 48.096377),199156,Ukraine,369,Europe,1,1,2015-05-28T00:00:00,2015-05-28T00:00:00,1,0,0,0,1,1,1,369,
429196,UKR-2015-1-14210-563,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-05-28,Kozlenko""",MemoryBook,2015-05-28,Kozlenko,Memorybook,2,Volnovakha town,near the town of Volnovakha (Donetsk region),Donetsk oblast,Telmanove raion,47.595,37.4825,POINT (37.4825 47.595),198435,Ukraine,369,Europe,1,1,2015-05-28T00:00:00,2015-05-28T00:00:00,1,0,0,0,1,1,0,369,
429206,UKR-2015-1-14210-564,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""MemoryBook,2015-05-31,Vovkodav"";""MemoryBook,2015-05-31,Vasilievdmytr""",MemoryBook;MemoryBook,2015-05-31;2015-05-31,Vovkodav;Vasilievdmytr,Memorybook x2,2,Slavne village,"near the village of Slavne (Maryinsky district), Donetsk region",Donetsk oblast,Maryinsky raion,47.834265,37.566331,POINT (37.566331 47.834265),198436,Ukraine,369,Europe,1,1,2015-05-31T00:00:00,2015-05-31T00:00:00,2,0,0,0,2,2,2,369,
429209,UKR-2015-1-14210-565,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-05-30,Guzienko""",MemoryBook,2015-05-30,Guzienko,Memorybook,2,Troitske village,"near the village Troitske, Luhansk region",Luhansk oblast,Popasna raion,48.52804,38.3747,POINT (38.3747 48.52804),199877,Ukraine,369,Europe,1,1,2015-05-30T00:00:00,2015-05-30T00:00:00,1,0,0,0,1,1,1,369,
429213,UKR-2015-1-14210-566,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-05-31,Maksuta""",MemoryBook,2015-05-31,Maksuta,Memorybook,2,Bila Hora village,"in the area of ​​the village Bila Hora, Konstantinovsky district, Donetsk region",Donetsk oblast,Kramatorsk raion,48.485212,37.859828,POINT (37.859828 48.485212),199156,Ukraine,369,Europe,1,1,2015-05-31T00:00:00,2015-05-31T00:00:00,1,0,0,0,1,1,0,369,
429274,UKR-2015-1-14210-567,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-06-02,Goryainov""",MemoryBook,2015-06-02,Goryainov,Memorybook,2,Chermalyk village,near the village of Chermalyk in the south of Donetsk region,Donetsk oblast,Telmanove raion,47.313934,37.805343,POINT (37.805343 47.313934),197716,Ukraine,369,Europe,1,1,2015-06-02T00:00:00,2015-06-02T00:00:00,1,0,0,0,1,1,1,369,
429283,UKR-2015-1-14210-568,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-06-03,Bilko""",MemoryBook,2015-06-03,Bilko,Memorybook,2,Luhanske village,near the village of Lugansk (Donetsk region),Donetsk oblast,Artemivsk raion,48.45253,38.245772,POINT (38.245772 48.45253),199157,Ukraine,369,Europe,1,1,2015-06-03T00:00:00,2015-06-03T00:00:00,1,0,0,0,1,1,1,369,
429285,UKR-2015-1-14210-569,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,2,"""MemoryBook,2015-06-03,Ivanduk"";""MemoryBook,2015-06-03,Shevchenko""",MemoryBook;MemoryBook,2015-06-03;2015-06-03,Ivanduk;Shevchenko,Memorybook x2,1,Sloviansk town,in the city of Slavyansk (Donetsk region),Donetsk oblast,Sloviansk raion,48.853333,37.625,POINT (37.625 48.853333),199876,Ukraine,369,Europe,1,1,2015-06-03T00:00:00,2015-06-03T00:00:00,2,0,0,0,2,2,0,369,
429294,UKR-2015-1-14210-570,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-06-05,Eliseev""",MemoryBook,2015-06-05,Eliseev,Memorybook,2,Nikolske village,in the area of ​​Volodarskoe village (Donetsk region),Donetsk oblast,Nikolske raion,47.200123,37.319017,POINT (37.319017 47.200123),197715,Ukraine,369,Europe,1,1,2015-06-05T00:00:00,2015-06-05T00:00:00,1,0,0,0,1,1,0,369,
429297,UKR-2015-1-14210-571,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-06-07,Bilsky""",MemoryBook,2015-06-07,Bilsky,Memorybook,2,Prychepylivka village,"Prychepylivka, Novoaidar district, Luhansk region",Luhansk oblast,Novoaidar raion,48.756931,38.691943,POINT (38.691943 48.756931),199878,Ukraine,369,Europe,1,1,2015-06-07T00:00:00,2015-06-07T00:00:00,1,0,0,0,1,1,0,369,
429306,UKR-2015-1-15100-8,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-09,Tarasenko""",MemoryBook,2015-06-09,Tarasenko,Memorybook,5,Donets Basin Area,Unknown,,,48.15,38.65,POINT (38.65 48.15),199158,Ukraine,369,Europe,1,1,2015-06-09T00:00:00,2015-06-09T00:00:00,1,0,0,0,1,1,0,369,
429311,UKR-2015-1-14210-572,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,14210,14210,Government of Ukraine - United Armed Forces of Novorossiya,61,61,Government of Ukraine,5914,5914,United Armed Forces of Novorossiya,1,"""MemoryBook,2015-06-10,Penkov""",MemoryBook,2015-06-10,Penkov,Memorybook,2,Horlivka town,near Horlivka (Donetsk region),Donetsk oblast,Horlivka City municipality,48.3,38.05,POINT (38.05 48.3),199157,Ukraine,369,Europe,1,1,2015-06-05T00:00:00,2015-06-05T00:00:00,1,0,0,0,1,1,1,369,
429313,UKR-2015-1-15100-9,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-11,Yaroshenko""",MemoryBook,2015-06-11,Yaroshenko,Memorybook,2,Novohrodivka village,"in the area of ​​Novogrodovka, Donetsk region",Donetsk oblast,Krasnoarmiiskyi raion,48.200968,37.339541,POINT (37.339541 48.200968),199155,Ukraine,369,Europe,1,1,2015-06-11T00:00:00,2015-06-11T00:00:00,1,0,0,0,1,1,0,369,
429315,UKR-2015-1-15100-10,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-11,Lukaschukmykola""",MemoryBook,2015-06-11,Lukaschukmykola,Memorybook,2,Dolina village,"near the village Dolina, Sloviansk district, Donetsk region",Donetsk oblast,Sloviansk raion,48.995755,37.431764,POINT (37.431764 48.995755),199875,Ukraine,369,Europe,1,1,2015-06-11T00:00:00,2015-06-11T00:00:00,1,0,0,0,1,1,0,369,
429316,UKR-2015-1-15101-30,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""MemoryBook,2015-06-12,Timoshukandr""",MemoryBook,2015-06-12,Timoshukandr,Memorybook,2,Stanytsia Luhanska village,near the village of Stanytsia Luhanska,Luhansk oblast,Luhansk City municipality,48.694329,39.453292,POINT (39.4532924 48.6943296),199879,Ukraine,369,Europe,1,1,2015-06-12T00:00:00,2015-06-12T00:00:00,1,0,0,0,1,1,1,369,
429317,UKR-2015-1-14210-148.2,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Agence France Presse,2015-06-13,Six Ukraine soldiers killed in separatist east: Kiev"";""MemoryBook,2015-06-12,Shvets""",Agence France Presse;MemoryBook,2015-06-13;2015-06-12,Six Ukraine soldiers killed in separatist east: Kiev;Shvets,"Chief military spokesman (Ukraine) Andriy Lysenko
Memorybook",2,Avdiivka town,near the city of Avdiyivka (Donetsk region),Donetsk oblast,Avdiivka city municipality,48.145278,37.745,POINT (37.745 48.145278),199156,Ukraine,369,Europe,1,1,2015-06-12T00:00:00,2015-06-12T00:00:00,1,0,0,0,1,1,1,369,
429318,UKR-2015-1-14210-148.3,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""MemoryBook,2015-06-12,Melnikoleks"";""Agence France Presse,2015-06-13,Six Ukraine soldiers killed in separatist east: Kiev""",MemoryBook;Agence France Presse,2015-06-12;2015-06-13,Melnikoleks;Six Ukraine soldiers killed in separatist east: Kiev,"Chief military spokesman (Ukraine) Andriy Lysenko
Memorybook",2,Donetsk town,"near Donetsk near the mine ""Butovka Donetsk""",Donetsk oblast,Donetsk City municipality,48,37.805278,POINT (37.805278 48),199156,Ukraine,369,Europe,1,1,2015-06-12T00:00:00,2015-06-12T00:00:00,1,0,0,0,1,1,1,369,
429319,UKR-2015-1-14210-148.4,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,4,"""Agence France Presse,2015-06-13,Six Ukraine soldiers killed in separatist east: Kiev"";""MemoryBook,2015-06-12,Zagrebelnystepan"";""MemoryBook,2015-06-12,Ugrinovich"";""MemoryBook,2015-06-12,Cisar""",Agence France Presse;MemoryBook;MemoryBook;MemoryBook,2015-06-13;2015-06-12;2015-06-12;2015-06-12,Six Ukraine soldiers killed in separatist east: Kiev;Zagrebelnystepan;Ugrinovich;Cisar,"Chief military spokesman (Ukraine) Andriy Lysenko
Memorybook x3",2,Donetsk International airport,near the Donetsk airport,Donetsk oblast,Donetsk City municipality,48.075,37.725556,POINT (37.725556 48.075),199156,Ukraine,369,Europe,1,1,2015-06-12T00:00:00,2015-06-12T00:00:00,3,0,0,0,3,3,3,369,
429329,UKR-2015-1-15100-11.2,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Reuters News,2015-06-15,Two soldiers killed as Ukraine warns of escalating violence in east"";""MemoryBook,2015-06-14,Kanakov""",Reuters News;MemoryBook,2015-06-15;2015-06-14,Two soldiers killed as Ukraine warns of escalating violence in east;Kanakov,"Ukrainian military spokesman Andriy Lysenko
Memorybook",1,Pisky village,in the village of Pisky (Yasynuvata district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,POINT (37.681397 48.06087),199156,Ukraine,369,Europe,1,1,2015-06-14T00:00:00,2015-06-14T00:00:00,1,0,0,0,1,1,1,369,
429344,UKR-2015-1-15101-31,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""MemoryBook,2015-06-13,Rybachok""",MemoryBook,2015-06-13,Rybachok,Memorybook,2,Troitske village,near the village of Troitske (Popasnyansky district),Luhansk oblast,Popasna raion,48.52804,38.3747,POINT (38.3747 48.52804),199877,Ukraine,369,Europe,1,1,2015-06-13T00:00:00,2015-06-13T00:00:00,1,0,0,0,1,1,1,369,
429345,UKR-2015-1-15101-32,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""MemoryBook,2015-06-13,Vishnevsky""",MemoryBook,2015-06-13,Vishnevsky,Memorybook,1,Krymskie village,"the village of Krymske (Novoaidar district), Luhansk region",Luhansk oblast,Slovianoserbsk raion,48.75,38.8,POINT (38.8 48.75),199878,Ukraine,369,Europe,1,1,2015-06-13T00:00:00,2015-06-13T00:00:00,1,0,0,0,1,1,1,369,
429351,UKR-2015-1-15100-12,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-15,Masniy""",MemoryBook,2015-06-15,Masniy,Memorybook,2,Manhush town,"in the area of ​​Manhush town, Donetsk region",Donetsk oblast,Manhush raion,47.05737,37.307123,POINT (37.307123 47.05737),197715,Ukraine,369,Europe,1,1,2015-06-15T00:00:00,2015-06-15T00:00:00,1,0,0,0,1,1,0,369,
429356,UKR-2015-1-15100-13,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-15,Stefanovich""",MemoryBook,2015-06-15,Stefanovich,Memorybook,2,Shyrokyne village,near the village of Shirokino (Donetsk region),Donetsk oblast,Novoazovsk raion,47.094565,37.815639,POINT (37.815639 47.094565),197716,Ukraine,369,Europe,1,1,2015-06-15T00:00:00,2015-06-15T00:00:00,1,0,0,0,1,1,0,369,
429358,UKR-2015-1-15100-81,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-16,Zhadko""",MemoryBook,2015-06-16,Zhadko,Memorybook,2,Kostiantynivka town,"in the area of ​​Kostiantynivka, Donetsk region",Donetsk oblast,Kostiantynivka raion,48.533333,37.716667,POINT (37.716667 48.533333),199876,Ukraine,369,Europe,1,1,2015-06-16T00:00:00,2015-06-16T00:00:00,1,0,0,0,1,1,0,369,
429372,UKR-2015-1-15100-14,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-17,Doshenko""",MemoryBook,2015-06-17,Doshenko,Memorybook,2,Donetsk town,near Donetsk,Donetsk oblast,Donetsk City municipality,48,37.805278,POINT (37.805278 48),199156,Ukraine,369,Europe,1,1,2015-06-17T00:00:00,2015-06-17T00:00:00,1,0,0,0,1,1,1,369,
429373,UKR-2015-1-15100-15,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-17,Zhukyuri""",MemoryBook,2015-06-17,Zhukyuri,Memorybook,1,Verkhnyotoretsk village,"(VOP 5311) Verkhnotoretske township, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.215063,37.879726,POINT (37.879726 48.215063),199156,Ukraine,369,Europe,1,1,2015-06-17T00:00:00,2015-06-17T00:00:00,1,0,0,0,1,1,1,369,
429582,UKR-2015-1-14210-156.2,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,3,"""Agence France Presse,2015-06-21,Three killed as clashes grip Ukraine ahead of talks"";""MemoryBook,2015-06-20,Miloserdov"";""MemoryBook,2015-06-20,Nazarenkoandr""",Agence France Presse;MemoryBook;MemoryBook,2015-06-21;2015-06-20;2015-06-20,Three killed as clashes grip Ukraine ahead of talks;Miloserdov;Nazarenkoandr,"Kiev military spokesman Andriy Lysenko, rebels",2,Pavlopol village,"in the area of ​​the village Pavlopol, Donetsk region",Donetsk oblast,Novoazovsk raion,47.261884,37.783593,POINT (37.783593 47.261884),197716,Ukraine,369,Europe,1,2,2015-06-20T00:00:00,2015-06-21T00:00:00,2,0,0,0,2,2,2,369,
429592,UKR-2015-1-15100-16.2,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Agence France Presse,2015-06-23,Four reported killed in Ukraine ahead of crunch Paris talks"";""MemoryBook,2015-06-22,Braychenko""",Agence France Presse;MemoryBook,2015-06-23;2015-06-22,Four reported killed in Ukraine ahead of crunch Paris talks;Braychenko,"insurgents, Ukraine military",2,Marinka town,near the town of Marinka (Donetsk region),Donetsk oblast,Marinka City municipality,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,2,2015-06-22T00:00:00,2015-06-23T00:00:00,1,0,0,0,1,1,1,369,
429598,UKR-2015-1-15100-17,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""MemoryBook,2015-06-21,Kozakvm"";""MemoryBook,2015-06-21,Patuk""",MemoryBook;MemoryBook,2015-06-21;2015-06-21,Kozakvm;Patuk,Memorybook x2,2,Avdiivka town,near the town of Avdiivka,Donetsk oblast,Avdiivka city municipality,48.145278,37.745,POINT (37.745 48.145278),199156,Ukraine,369,Europe,1,1,2015-06-21T00:00:00,2015-06-21T00:00:00,2,0,0,0,2,2,2,369,
429608,UKR-2015-1-15100-18,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-23,Makarovsergey""",MemoryBook,2015-06-23,Makarovsergey,Memorybook,2,Marinka town,"in the area of ​​Maryinka, Donetsk region",Donetsk oblast,Marinka City municipality,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,1,2015-06-23T00:00:00,2015-06-23T00:00:00,1,0,0,0,1,1,1,369,
429609,UKR-2015-1-15100-19,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-23,Ratuk""",MemoryBook,2015-06-23,Ratuk,Memorybook,2,Zlatoustivka village,"in the area of ​​the village Zlatoustivka, Volnovakha district, Donetsk region",Donetsk oblast,Volnovakha Raion,47.488133,37.32458,POINT (37.32458 47.488133),197715,Ukraine,369,Europe,1,1,2015-06-23T00:00:00,2015-06-23T00:00:00,1,0,0,0,1,1,0,369,
429613,UKR-2015-1-15100-20,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-25,Homan""",MemoryBook,2015-06-25,Homan,Memorybook,2,Marinka town,in the area of ​​Maryinka,Donetsk oblast,Marinka City municipality,47.941669,37.504218,POINT (37.504218 47.941669),198436,Ukraine,369,Europe,1,1,2015-06-25T00:00:00,2015-06-25T00:00:00,1,0,0,0,1,1,0,369,
429615,UKR-2015-1-15100-21,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-25,Dubovikan""",MemoryBook,2015-06-25,Dubovikan,Memorybook,2,Kominternove village,in the area of ​​the village of Kominternove,Donetsk oblast,Novoazovsk raion,47.174126,37.814764,POINT (37.814764 47.174126),197716,Ukraine,369,Europe,1,1,2015-06-25T00:00:00,2015-06-25T00:00:00,1,0,0,0,1,1,1,369,
429619,UKR-2015-1-15100-22,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""MemoryBook,2015-06-26,Krasko"";""MemoryBook,2015-06-26,Ovcharenko""",MemoryBook;MemoryBook,2015-06-26;2015-06-26,Krasko;Ovcharenko,Memorybook x2,2,Vodyane village,"Base camp near the village Vodyane, Yasynuvata district, Donetsk region.",Donetsk oblast,Yasynuvata raion,48.097688,37.664988,POINT (37.664988 48.097688),199156,Ukraine,369,Europe,1,1,2015-06-26T00:00:00,2015-06-26T00:00:00,2,0,0,0,2,2,0,369,
429622,UKR-2015-1-15100-23,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-28,Myktuk""",MemoryBook,2015-06-28,Myktuk,Memorybook,3,Bakhmut Raion,"in Bakhmut district, Donetsk region",Donetsk oblast,Bakhmut Raion,48.268307,38.370347,POINT (38.370347 48.268307),199157,Ukraine,369,Europe,1,1,2015-06-28T00:00:00,2015-06-28T00:00:00,1,0,0,0,1,1,0,369,
429625,UKR-2015-1-15100-24,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-21,Ratibor""",MemoryBook,2015-06-21,Ratibor,Memorybook,1,Shyrokyne village,in the village of Shirokino (Donetsk region),Donetsk oblast,Novoazovsk raion,47.094565,37.815639,POINT (37.815639 47.094565),197716,Ukraine,369,Europe,1,1,2015-06-21T00:00:00,2015-06-21T00:00:00,1,0,0,0,1,1,1,369,
429629,UKR-2015-1-15100-25,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-06-29,Ponomarenko""",MemoryBook,2015-06-29,Ponomarenko,Memorybook,2,Klishchiivka village,"near the village of Klishchiivka, Bakhmut district (Donetsk region)",Donetsk oblast,Bakhmut Raion,48.528543,37.959394,POINT (37.959394 48.528543),199876,Ukraine,369,Europe,1,1,2015-06-29T00:00:00,2015-06-29T00:00:00,1,0,0,0,1,1,0,369,
429678,UKR-2015-1-15101-33,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""MemoryBook,2015-07-03,Stadnichenko""",MemoryBook,2015-07-03,Stadnichenko,Memorybook,2,Troitske village,"near the village of Troitske (Popasna district, Luhansk region)",Luhansk oblast,Popasna raion,48.52804,38.3747,POINT (38.3747 48.52804),199877,Ukraine,369,Europe,1,1,2015-07-03T00:00:00,2015-07-03T00:00:00,1,0,0,0,1,1,1,369,
429682,UKR-2015-1-15101-34,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15101,15101,Government of Ukraine - LPR,61,61,Government of Ukraine,6712,6712,LPR,1,"""MemoryBook,2015-07-05,Shlimkevich""",MemoryBook,2015-07-05,Shlimkevich,Memorybook,2,Bilovodsk town,"near Belovodsk, Luhansk region",Luhansk oblast,Bilovodsk Raion,49.207408,39.584722,POINT (39.584722 49.207408),200600,Ukraine,369,Europe,1,1,2015-07-05T00:00:00,2015-07-05T00:00:00,1,0,0,0,1,1,0,369,
429685,UKR-2015-1-15100-26,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,1,"""MemoryBook,2015-07-05,Stefanciv""",MemoryBook,2015-07-05,Stefanciv,Memorybook,2,Kremenivka village,"near the village Kremenivka, Donetsk region",Donetsk oblast,Nikolske raion,47.328577,37.467751,POINT (37.467751 47.328577),197715,Ukraine,369,Europe,1,1,2015-07-05T00:00:00,2015-07-05T00:00:00,1,0,0,0,1,1,0,369,
429687,UKR-2015-1-15100-27,2015,true,Clear,1,13306,13306,Ukraine: Novorossiya,15100,15100,Government of Ukraine - DPR,61,61,Government of Ukraine,6711,6711,DPR,2,"""Agence France Presse,2015-07-08,Two troops, one civilian killed after failed Ukraine talks"";""MemoryBook,2015-07-07,Kvasha""",Agence France Presse;MemoryBook,2015-07-08;2015-07-07,"Two troops, one civilian killed after failed Ukraine talks;Kvasha","Ukrainian government appointed Lugansk governor Gennadiy Moskal
Memorybook",2,Luhanske village,"near the village of Luhansk, Bakhmut district (Donetsk region)",Donetsk oblast,Artemivsk raion,48.45253,38.245772,POINT (38.245772 48.45253),199157,Ukraine,369,Europe,1,1,2015-07-07T00:00:00,2015-07-07T00:00:00,1,0,0,0,1,1,1,369,
